tier	candidate	candidate_ensembl	candidate_mgi	candidate_name	mito_rxn	mito_subsystem	mito_rxn_description	mito_ec	mito_gpr_state	mito_gpr_genes	evidence	n_shared_genes	shared_genes	paralogue_of	already_elsewhere_in_model	mouse1_rxns	n_mouse1_rxns	mouse1_compartments	mouse1_subsystems	candidate_promiscuity	candidate_context
A	Ggt5	ENSMUSG00000006344	MGI:1346063	gamma-glutamyltransferase 5	r0129	Glutathione degradation	Glutathione + H2O --> Cys-Gly + L-Glutamate	3.4.19.13	genes	Ggt6,Ggt7	bigg,kegg,struct	2	Ggt6,Ggt7	Ggt6,Ggt7	False	MAR04175	1	c	Glutathione metabolism	11	isozyme
A	Gclm	ENSMUSG00000028124	MGI:104995	glutamate-cysteine ligase, modifier subunit	GLUCYS	Glutathione synthesis	ATP + L-Glutamate + L-Cysteine --> ADP + Orthophosphate + gamma-L-Glutamyl-L-cysteine	6.3.2.2	genes	Gclc	bigg,kegg,struct	1	Gclc		False	MAR04324	1	c	Glutathione metabolism	1	complex
A	Haghl	ENSMUSG00000061046	MGI:1919877	hydroxyacylglutathione hydrolase-like	GLYOXm	Glycine degradation	(R)-S-Lactoylglutathione + H2O --> Glutathione + (R)-Lactate	3.1.2.6	genes	Hagh	bigg,kegg,struct	1	Hagh		False	MAR08511	1	m	Pyruvate metabolism	2	isozyme
A	Hkdc1	ENSMUSG00000020080	MGI:2384910	hexokinase domain containing 1	HEX1	Glycolysis	ATP + alpha-D-Glucose --> ADP + alpha-D-Glucose 6-phosphate	2.7.1.1 or 2.7.1.2	genes	Gck,Hk1,Hk2,Hk3	bigg,struct	4	Gck,Hk1,Hk2,Hk3		False	MAR04394	1	c	Glycolysis / Gluconeogenesis	12	isozyme
A	Pklr	ENSMUSG00000041237	MGI:97604	pyruvate kinase liver and red blood cell	r0122	Glycolysis	GDP + Phosphoenolpyruvate --> GTP + Pyruvate	2.7.1.40	genes	Pkm	bigg,kegg,struct	1	Pkm		False	MAR04171	1	c	Purine metabolism	7	isozyme
A	Eno1b	ENSMUSG00000059040	MGI:3648653	enolase 1B, retrotransposed	ENO	Glycolysis/gluconeogenesis	2-Phospho-D-glycerate --> Phosphoenolpyruvate + H2O	4.2.1.11	genes	Eno1,Eno2,Eno3	bigg,kegg,struct	3	Eno1,Eno2,Eno3	Eno1,Eno2,Eno3	False	MAR04363	1	c	Glycolysis / Gluconeogenesis	1	isozyme
A	Aldob	ENSMUSG00000028307	MGI:87995	aldolase B, fructose-bisphosphate	FBA	Glycolysis/gluconeogenesis	beta-D-Fructose 1,6-bisphosphate --> Glycerone phosphate + D-Glyceraldehyde 3-phosphate	4.1.2.13	genes	Aldoa,Aldoc	bigg,struct	2	Aldoa,Aldoc		False	MAR04375	1	c	Glycolysis / Gluconeogenesis	6	isozyme
A	Gapdhs	ENSMUSG00000061099	MGI:95653	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	GAPD	Glycolysis/gluconeogenesis	D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ --> 3-Phospho-D-glyceroyl phosphate +	1.2.1.12	genes	Gapdh	bigg,kegg,struct	1	Gapdh		False	MAR04373	1	c	Glycolysis / Gluconeogenesis	1	isozyme
A	Ldhal6b	ENSMUSG00000101959	MGI:2146830	lactate dehydrogenase A-like 6B	LDH_L	Glycolysis/gluconeogenesis	(S)-Lactate + NAD+ --> Pyruvate + NADH + H+	1.1.1.27	genes	Ldha,Ldhb	bigg,kegg,struct	2	Ldha,Ldhb		False	MAR04388	1	c	Glycolysis / Gluconeogenesis	8	isozyme
A	Ldhc	ENSMUSG00000030851	MGI:96764	lactate dehydrogenase C	LDH_L	Glycolysis/gluconeogenesis	(S)-Lactate + NAD+ --> Pyruvate + NADH + H+	1.1.1.27	genes	Ldha,Ldhb	bigg,kegg,struct	2	Ldha,Ldhb		False	MAR04388	1	c	Glycolysis / Gluconeogenesis	7	isozyme
A	Crisp1	ENSMUSG00000025431	MGI:102553	cysteine-rich secretory protein 1	PGK	Glycolysis/gluconeogenesis	ATP + 3-Phospho-D-glycerate --> ADP + 3-Phospho-D-glyceroyl phosphate	2.7.2.3	genes	Pgk1	bigg,kegg,struct	1	Pgk1		False	MAR04368	1	c	Glycolysis / Gluconeogenesis	1	isozyme
A	Pgk2	ENSMUSG00000031233	MGI:97563	phosphoglycerate kinase 2	PGK	Glycolysis/gluconeogenesis	ATP + 3-Phospho-D-glycerate --> ADP + 3-Phospho-D-glyceroyl phosphate	2.7.2.3	genes	Pgk1	bigg,kegg,struct	1	Pgk1	Pgk1	False	MAR04368	1	c	Glycolysis / Gluconeogenesis	1	isozyme
A	Bpgm	ENSMUSG00000038871	MGI:1098242	2,3-bisphosphoglycerate mutase	PGM	Glycolysis/gluconeogenesis	2-Phospho-D-glycerate --> 3-Phospho-D-glycerate	5.4.2.1	genes	Pgam1,Pgam2	bigg,kegg,struct	2	Pgam1,Pgam2		False	MAR04365,MAR04371	2	c	Glycolysis / Gluconeogenesis	2	isozyme
A	Pklr	ENSMUSG00000041237	MGI:97604	pyruvate kinase liver and red blood cell	PYK	Glycolysis/gluconeogenesis	ADP + Phosphoenolpyruvate --> ATP + Pyruvate	2.7.1.40	genes	Pkm	bigg,kegg,struct	1	Pkm		False	MAR04358	1	c	Glycolysis / Gluconeogenesis	7	isozyme
A	Blvra	ENSMUSG00000001999	MGI:88170	biliverdin reductase A	BILIRED	Haem Degradation	Biliverdin + NADPH + H+ --> Bilirubin + NADP+	1.3.1.24	genes	Blvrb	bigg,kegg,struct	1	Blvrb		True	MAR08634	1	c	Porphyrin metabolism	2	isozyme
A	Blvrb	ENSMUSG00000040466	MGI:2385271	biliverdin reductase B	BILIRED2_mitoMap	Haem Degradation	Biliverdin + NADH + H+ --> Bilirubin + NAD+	1.3.1.24	genes	Blvra	kegg,struct	1	Blvra		True	MAR04764	1	c	Porphyrin metabolism	3	isozyme
A	Alas2	ENSMUSG00000025270	MGI:87990	aminolevulinic acid synthase 2, erythroid	ALASm	Haem Synthesis	Succinyl-CoA + Glycine --> 5-Aminolevulinate + CoA + CO2	2.3.1.37	genes	Alas1	bigg,kegg,struct	1	Alas1	Alas1	False	MAR04742	1	m	Glycine, serine and threonine metabolism	3	isozyme
A	Cpne7	ENSMUSG00000034796	MGI:2142747	copine VII	ALASm	Haem Synthesis	Succinyl-CoA + Glycine --> 5-Aminolevulinate + CoA + CO2	2.3.1.37	genes	Alas1	bigg,kegg,struct	1	Alas1		False	MAR04742	1	m	Glycine, serine and threonine metabolism	3	isozyme
A	Hadha	ENSMUSG00000025745	MGI:2135593	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	ACACT10m	Isoleucine degradation	CoA + 2-Methylacetoacetyl-CoA --> Propanoyl-CoA + Acetyl-CoA	2.3.1.16	genes	Acaa2	bigg,kegg,struct	1	Acaa2		True	MAR03205,MAR03206	2	m	Beta oxidation of odd-chain fatty acids (mitochondrial);Valine, leucine, and iso	270	complex
A	Hadhb	ENSMUSG00000059447	MGI:2136381	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	ACACT10m	Isoleucine degradation	CoA + 2-Methylacetoacetyl-CoA --> Propanoyl-CoA + Acetyl-CoA	2.3.1.16	genes	Acaa2	bigg,kegg,struct	1	Acaa2		True	MAR03205,MAR03206	2	m	Beta oxidation of odd-chain fatty acids (mitochondrial);Valine, leucine, and iso	122	complex
A	Ehhadh	ENSMUSG00000022853	MGI:1277964	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	ECOAH9m	Isoleucine degradation	2-Methylbut-2-enoyl-CoA + H2O --> (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	4.2.1.17	genes	Echs1	bigg,kegg,struct	1	Echs1		False	MAR03785	1	m	Valine, leucine, and isoleucine metabolism	223	complex
A	Hadha	ENSMUSG00000025745	MGI:2135593	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	ECOAH9m	Isoleucine degradation	2-Methylbut-2-enoyl-CoA + H2O --> (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	4.2.1.17	genes	Echs1	bigg,kegg,struct	1	Echs1		True	MAR03785	1	m	Valine, leucine, and isoleucine metabolism	270	complex
A	Hsd17b10	ENSMUSG00000025260	MGI:1333871	hydroxysteroid (17-beta) dehydrogenase 10	HACD9m	Isoleucine degradation	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA + NAD+ --> 2-Methylacetoacetyl-CoA + NADH + H+	1.1.1.35	genes	Hadh	bigg,kegg,struct	1	Hadh		False	MAR03823	1	m	Valine, leucine, and isoleucine metabolism	96	complex
A	Tmem91	ENSMUSG00000061702	MGI:2443589	transmembrane protein 91	OIVD3m	Isoleucine degradation	NAD+ + CoA + (S)-3-Methyl-2-oxopentanoicacid -> NADH + CO2 + (S)-2-Methylbutanoyl-CoA	1.2.4.4, 2.3.1.168, 1.8.1.4	genes	Bckdha,Bckdhb,Dbt,Dld	bigg,struct	2	Bckdha,Bckdhb		False	MAR03780	1	m	Valine, leucine, and isoleucine metabolism	6	complex
A	Acadsb	ENSMUSG00000030861	MGI:1914135	acyl-Coenzyme A dehydrogenase, short/branched chain	r0603	Isoleucine degradation	(S)-2-Methylbutanoyl-CoA + Q --> 2-Methylbut-2-enoyl-CoA + QH2	1.3.8.1	genes	Acads	bigg,kegg	1	Acads		False	MAR03784	1	m	Glycine, serine and threonine metabolism	8	isozyme
A	Hmgcll1	ENSMUSG00000007908	MGI:2446108	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	HMGLm	Ketogenesis / Leucine degradation	(S)-3-Hydroxy-3-methylglutaryl-CoA --> Acetyl-CoA + Acetoacetate	4.1.3.4	genes	Hmgcl	bigg,kegg,struct	1	Hmgcl		False	MAR01577	1	m	Cholesterol metabolism	1	isozyme
A	Bdh2	ENSMUSG00000028167	MGI:1917022	3-hydroxybutyrate dehydrogenase, type 2	BDHm	Ketone bodies - degradation	(R)-3-Hydroxybutanoate + NAD+ --> Acetoacetate + NADH + H+	1.1.1.30	genes	Bdh1	bigg,kegg,struct	1	Bdh1	Bdh1	False	MAR04461	1	m	Butanoate metabolism	6	isozyme
A	Oxct2a	ENSMUSG00000076436	MGI:1891061	3-oxoacid CoA transferase 2A	OCOAT1m	Ketone bodies - degradation	Succinyl-CoA + Acetoacetate --> Succinate + Acetoacetyl-CoA	2.8.3.5	genes	Oxct1	bigg,kegg,struct	1	Oxct1	Oxct1	False	MAR03787	1	m	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	isozyme
A	Oxct2b	ENSMUSG00000076438	MGI:2664115	3-oxoacid CoA transferase 2B	OCOAT1m	Ketone bodies - degradation	Succinyl-CoA + Acetoacetate --> Succinate + Acetoacetyl-CoA	2.8.3.5	genes	Oxct1	bigg,kegg,struct	1	Oxct1	Oxct1	False	MAR03787	1	m	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	1	isozyme
A	Tmem91	ENSMUSG00000061702	MGI:2443589	transmembrane protein 91	OIVD1m	Leucine degradation	4-Methyl-2-oxopentanoate + NAD+ + CoA -> NADH + CO2 + 3-Methylbutanoyl-CoA	1.2.4.4, 2.3.1.168, 1.8.1.4	genes	Bckdha,Bckdhb,Dbt,Dld	bigg	2	Bckdha,Bckdhb		False	MAR06421	1	m	Valine, leucine, and isoleucine metabolism	6	complex
A	Acadsb	ENSMUSG00000030861	MGI:1914135	acyl-Coenzyme A dehydrogenase, short/branched chain	r0655	Leucine degradation	3-Methylbutanoyl-CoA + Q --> 3-Methylcrotonyl-CoA + QH2	1.3.8.4	genes	Ivd	bigg,kegg	1	Ivd		False	MAR03770	1	m	Glycine, serine and threonine metabolism	8	isozyme
A	Sccpdh	ENSMUSG00000038936	MGI:1924486	saccharopine dehydrogenase (putative)	r0525	Lysine degradation (saccharopine pathway)	N6-(L-1,3-Dicarboxypropyl)-L-lysine+NAD++H2O-->L-Glutamate+L-2-Aminoadipate6-semialdehyde+	1.5.1.9	genes	Aass	bigg,kegg,struct	1	Aass		False	MAR04667	1	m	Lysine metabolism	1	isozyme
A	Got1l1	ENSMUSG00000039720	MGI:1923865	glutamic-oxaloacetic transaminase 1-like 1	ASPTA	Malate aspartate shuttle	L-Aspartate + 2-Oxoglutarate --> Oxaloacetate + L-Glutamate	2.6.1.1	genes	Got1	bigg,kegg,struct	1	Got1	Got1	False	MAR03829	1	c	Alanine, aspartate and glutamate metabolism	2	isozyme
A	Mdh1b	ENSMUSG00000025963	MGI:1923918	malate dehydrogenase 1B, NAD (soluble)	MDH	Malate aspartate shuttle	(S)-Malate + NAD+ --> Oxaloacetate + NADH + H+	1.1.1.37	genes	Mdh1	bigg,kegg,struct	1	Mdh1	Mdh1	False	MAR04139	1	c	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	7	isozyme
A	Dck	ENSMUSG00000029366	MGI:102726	deoxycytidine kinase	ADNK1	Methionine degradation	ATP + Adenosine --> ADP + AMP	2.7.1.20	genes	Adk	bigg,kegg,struct	1	Adk		False	MAR04012	1	c	Purine metabolism	6	isozyme
A	Mat1a	ENSMUSG00000037798	MGI:88017	methionine adenosyltransferase 1A	METAT	Methionine degradation	ATP + L-Methionine + H2O --> Orthophosphate + Diphosphate + S-Adenosyl-L-methionine	2.5.1.6	genes	Mat2a	bigg,kegg,struct	1	Mat2a	Mat2a	False	MAR03875	1	c	Cysteine and methionine metabolism	2	isozyme
A	Mat2b	ENSMUSG00000042032	MGI:1913667	methionine adenosyltransferase 2 non-catalytic beta subunit methionine	METAT	Methionine degradation	ATP + L-Methionine + H2O --> Orthophosphate + Diphosphate + S-Adenosyl-L-methionine	2.5.1.6	genes	Mat2a	bigg,kegg,struct	1	Mat2a	Mat2a	False	MAR03875	1	c	Cysteine and methionine metabolism	2	isozyme
A	Slc25a16	ENSMUSG00000071253	MGI:1920382	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), me	COAtmB_mitoMap	Mitochondrial transporters - characterised	CoA carrier (CoAPC) - antiport CoA for AMP		genes	Slc25a42	bigg	1	Slc25a42	Slc25a42	False	MAR04914	1	cm	Transport reactions	1	isozyme
A	Slc25a16	ENSMUSG00000071253	MGI:1920382	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), me	COAtmC_mitoMap	Mitochondrial transporters - characterised	CoA carrier (CoAPC) - antiport CoA for ADP		genes	Slc25a42	bigg	1	Slc25a42	Slc25a42	False	MAR04914	1	cm	Transport reactions	1	isozyme
A	Slc25a22	ENSMUSG00000019082	MGI:1915517	solute carrier family 25 (mitochondrial carrier, glutamate), member 22	GLUt2mB_mitoMap	Mitochondrial transporters - characterised	Glutamate Carrier (GC2) - Symport L-glutamate with proton together		genes	Slc25a18	bigg	1	Slc25a18	Slc25a18	False	MAR05122	1	cm	Transport reactions	1	isozyme
A	Slc25a14	ENSMUSG00000031105	MGI:1330823	solute carrier family 25 (mitochondrial carrier, brain), member 14	HtmB_mitoMap	Mitochondrial transporters - characterised	UCP uncoupling protein - Proton Cyto to Proton Mito		genes	Ucp1,Ucp2,Ucp3	bigg	3	Ucp1,Ucp2,Ucp3		False	MAR07638	1	cm	Transport reactions	2	isozyme
A	Slc25a27	ENSMUSG00000023912	MGI:1921261	solute carrier family 25, member 27	HtmB_mitoMap	Mitochondrial transporters - characterised	UCP uncoupling protein - Proton Cyto to Proton Mito		genes	Ucp1,Ucp2,Ucp3	bigg	3	Ucp1,Ucp2,Ucp3		False	MAR07638	1	cm	Transport reactions	2	isozyme
A	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	ORNt4mB_mitoMap	Mitochondrial transporters - characterised	Ornithine carrier (ORC1) - antiport ornithine for citrulline		genes	Slc25a15	bigg	1	Slc25a15	Slc25a15	False	MAR06318	1	cm	Transport reactions	29	isozyme
A	Nos1	ENSMUSG00000029361	MGI:97360	nitric oxide synthase 1, neuronal	NOS1	NOS Signalling	L-Arginine + Oxygen + NADPH + H+ --> N-(omega)-Hydroxyarginine + NADP+ + H2O	1.14.13.39	genes	Nos2	bigg,kegg,struct	1	Nos2	Nos2	False	MAR04190	1	c	Arginine and proline metabolism	3	isozyme
A	Nos3	ENSMUSG00000028978	MGI:97362	nitric oxide synthase 3, endothelial cell	NOS1	NOS Signalling	L-Arginine + Oxygen + NADPH + H+ --> N-(omega)-Hydroxyarginine + NADP+ + H2O	1.14.13.39	genes	Nos2	bigg,kegg,struct	1	Nos2	Nos2	False	MAR04190	1	c	Arginine and proline metabolism	3	isozyme
A	Nos1	ENSMUSG00000029361	MGI:97360	nitric oxide synthase 1, neuronal	NOS2	NOS Signalling	NADPH + 2 N-(omega)-Hydroxyarginine + 2 Oxygen + H+ --> NADP+ + 2 Nitric oxide + 2 L-Citru	1.14.13.39	genes	Nos2	bigg,kegg,struct	1	Nos2	Nos2	False	MAR03993	1	c	Arginine and proline metabolism	3	isozyme
A	Nos3	ENSMUSG00000028978	MGI:97362	nitric oxide synthase 3, endothelial cell	NOS2	NOS Signalling	NADPH + 2 N-(omega)-Hydroxyarginine + 2 Oxygen + H+ --> NADP+ + 2 Nitric oxide + 2 L-Citru	1.14.13.39	genes	Nos2	bigg,kegg,struct	1	Nos2	Nos2	False	MAR03993	1	c	Arginine and proline metabolism	3	isozyme
A	Aoc2	ENSMUSG00000078651	MGI:2668431	amine oxidase copper containing 2	PTRCOX1	Ornithine degradation (cytosolic)	Putrescine + Oxygen + H2O --> 4-Aminobutyraldehyde + Ammonia + Hydrogen peroxide	1.4.3.22	genes	Aoc1	bigg,kegg	1	Aoc1	Aoc1	False	MAR08606	1	c	Arginine and proline metabolism	29	isozyme
A	Tktl1	ENSMUSG00000031397	MGI:1933244	transketolase-like 1	TKT1	Pentose phosphate pathway	D-Ribose 5-phosphate + D-Xylulose 5-phosphate --> Sedoheptulose 7-phosphate + D-Glyceralde	2.2.1.1	genes	Tkt	bigg,kegg,struct	1	Tkt		False	MAR04501	1	c	Pentose phosphate pathway	2	isozyme
A	Tktl2	ENSMUSG00000025519	MGI:1921669	transketolase-like 2	TKT1	Pentose phosphate pathway	D-Ribose 5-phosphate + D-Xylulose 5-phosphate --> Sedoheptulose 7-phosphate + D-Glyceralde	2.2.1.1	genes	Tkt	bigg,kegg,struct	1	Tkt		False	MAR04501	1	c	Pentose phosphate pathway	2	isozyme
A	Tktl1	ENSMUSG00000031397	MGI:1933244	transketolase-like 1	TKT2	Pentose phosphate pathway	D-Erythrose 4-phosphate + D-Xylulose 5-phosphate --> beta-D-Fructose 6-phosphate + D-Glyce	2.2.1.1	genes	Tkt	bigg,struct	1	Tkt		False	MAR04404	1	c	Pentose phosphate pathway	2	isozyme
A	Tktl2	ENSMUSG00000025519	MGI:1921669	transketolase-like 2	TKT2	Pentose phosphate pathway	D-Erythrose 4-phosphate + D-Xylulose 5-phosphate --> beta-D-Fructose 6-phosphate + D-Glyce	2.2.1.1	genes	Tkt	bigg,struct	1	Tkt		False	MAR04404	1	c	Pentose phosphate pathway	2	isozyme
A	Prodh2	ENSMUSG00000036892	MGI:1929093	proline dehydrogenase (oxidase) 2	PROD2mB_mitoMap	Proline degradation	Proline + Q --> (S)-1-Pyrroline-5-carboxylate + QH2	1.5.5.2	genes	Prodh	bigg	1	Prodh	Prodh	False	MAR08611	1	m	Arginine and proline metabolism	3	isozyme
A	Pycr2	ENSMUSG00000026520	MGI:1277956	pyrroline-5-carboxylate reductase family, member 2	P5CRm	Proline synthesis	(S)-1-Pyrroline-5-carboxylate + NADPH + H+ --> L-Proline + NADP+	1.5.1.2	genes	Pycr1	bigg,kegg,struct	1	Pycr1	Pycr1	False	MAR08609	1	m	Arginine and proline metabolism	8	isozyme
A	Pycr2	ENSMUSG00000026520	MGI:1277956	pyrroline-5-carboxylate reductase family, member 2	P5CRxm	Proline synthesis	(S)-1-Pyrroline-5-carboxylate + NADH + H+ --> L-Proline + NAD+	1.5.1.2	genes	Pycr1	kegg,struct	1	Pycr1	Pycr1	False	MAR03837	1	m	Arginine and proline metabolism	8	isozyme
A	Acss1	ENSMUSG00000027452	MGI:1915988	acyl-CoA synthetase short-chain family member 1	ACCOALm	Propanoate metabolism	ATP + Propanoate + CoA --> AMP + Diphosphate + Propanoyl-CoA	6.2.1.1	genes	Acss3	bigg,kegg,struct	1	Acss3	Acss3	True	MAR03797	1	m	Propanoate metabolism	7	isozyme
A	Acss2	ENSMUSG00000027605	MGI:1890410	acyl-CoA synthetase short-chain family member 2	ACCOALm	Propanoate metabolism	ATP + Propanoate + CoA --> AMP + Diphosphate + Propanoyl-CoA	6.2.1.1	genes	Acss3	bigg,kegg,struct	1	Acss3	Acss3	True	MAR03797	1	m	Propanoate metabolism	10	isozyme
A	Acot1	ENSMUSG00000072949	MGI:1349396	acyl-CoA thioesterase 1	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2	Acot2	False	MAR03799	1	m	Bile acid biosynthesis	77	isozyme
A	Acot10	ENSMUSG00000047565	MGI:1928940	acyl-CoA thioesterase 10	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2	Acot2	False	MAR03799	1	m	Bile acid biosynthesis	2	isozyme
A	Acot4	ENSMUSG00000052392	MGI:2159621	acyl-CoA thioesterase 4	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2	Acot2	False	MAR03799	1	m	Bile acid biosynthesis	45	isozyme
A	Acot6	ENSMUSG00000043487	MGI:1921287	acyl-CoA thioesterase 6	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2	Acot2	False	MAR03799	1	m	Bile acid biosynthesis	51	isozyme
A	Acot7	ENSMUSG00000028937	MGI:1917275	acyl-CoA thioesterase 7	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2	Acot2	False	MAR03799	1	m	Bile acid biosynthesis	75	isozyme
A	Acot9	ENSMUSG00000025287	MGI:1928939	acyl-CoA thioesterase 9	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2	Acot2	False	MAR03799	1	m	Bile acid biosynthesis	2	isozyme
A	Baat	ENSMUSG00000039653	MGI:106642	bile acid-Coenzyme A: amino acid N-acyltransferase	RE2649M	Propanoate synthesis	H20 + Propanoyl-CoA  -> Propanoate + CoA + H+	3.1.2.2	genes	Acot2	bigg,struct	1	Acot2		False	MAR03799	1	m	Bile acid biosynthesis	119	isozyme
A	Tnrc6b	ENSMUSG00000047888	MGI:2443730	trinucleotide repeat containing 6b	ADSL1	Purine Nucleotide Cycle	N6-(1,2-Dicarboxyethyl)-AMP --> Fumarate + AMP	4.3.2.2	genes	Adsl	bigg,kegg,struct	1	Adsl		False	MAR04412	1	c	Purine metabolism	2	isozyme
A	Ampd2	ENSMUSG00000027889	MGI:88016	adenosine monophosphate deaminase 2	AMPD1	Purine Nucleotide Cycle	AMP + H2O --> IMP + Ammonia	3.5.4.6	genes	Ampd1	bigg,kegg	1	Ampd1	Ampd1	False	MAR04080	1	c	Purine metabolism	1	isozyme
A	Ampd3	ENSMUSG00000005686	MGI:1096344	adenosine monophosphate deaminase 3	AMPD1	Purine Nucleotide Cycle	AMP + H2O --> IMP + Ammonia	3.5.4.6	genes	Ampd1	bigg,kegg	1	Ampd1	Ampd1	False	MAR04080	1	c	Purine metabolism	1	isozyme
A	Gpx1	ENSMUSG00000063856	MGI:104887	glutathione peroxidase 1	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	True	MAR04116	1	c	Glutathione metabolism	12	isozyme
A	Gpx3	ENSMUSG00000018339	MGI:105102	glutathione peroxidase 3	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	False	MAR04116	1	c	Glutathione metabolism	11	isozyme
A	Gpx4	ENSMUSG00000075706	MGI:104767	glutathione peroxidase 4	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	False	MAR04116	1	c	Glutathione metabolism	13	isozyme
A	Gpx5	ENSMUSG00000004344	MGI:104886	glutathione peroxidase 5	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	False	MAR04116	1	c	Glutathione metabolism	11	isozyme
A	Gpx6	ENSMUSG00000004341	MGI:1922762	glutathione peroxidase 6	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	False	MAR04116	1	c	Glutathione metabolism	11	isozyme
A	Gpx7	ENSMUSG00000028597	MGI:1914555	glutathione peroxidase 7	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	False	MAR04116	1	c	Glutathione metabolism	11	isozyme
A	Gpx8	ENSMUSG00000021760	MGI:1916840	glutathione peroxidase 8 (putative)	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2	Gpx2	False	MAR04116	1	c	Glutathione metabolism	11	isozyme
A	Prdx1	ENSMUSG00000028691	MGI:99523	peroxiredoxin 1	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2		False	MAR04116	1	c	Glutathione metabolism	3	isozyme
A	Prdx2	ENSMUSG00000005161	MGI:109486	peroxiredoxin 2	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2		False	MAR04116	1	c	Glutathione metabolism	3	isozyme
A	Prdx3	ENSMUSG00000024997	MGI:88034	peroxiredoxin 3	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2		False	MAR04116	1	c	Glutathione metabolism	3	isozyme
A	Prdx5	ENSMUSG00000024953	MGI:1859821	peroxiredoxin 5	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2		False	MAR04116	1	c	Glutathione metabolism	3	isozyme
A	Prdx6	ENSMUSG00000026701	MGI:894320	peroxiredoxin 6	GTHP	ROS defense	H2O2 + 2 Glutathione --> Glutathione disulfide + 2 H2O	1.11.1.9	genes	Gpx2	bigg,kegg,struct	1	Gpx2		False	MAR04116	1	c	Glutathione metabolism	37	isozyme
