tier	candidate	candidate_ensembl	candidate_mgi	candidate_name	mito_rxn	mito_subsystem	mito_rxn_description	mito_ec	mito_gpr_state	mito_gpr_genes	evidence	n_shared_genes	shared_genes	paralogue_of	already_elsewhere_in_model	mouse1_rxns	n_mouse1_rxns	mouse1_compartments	mouse1_subsystems	candidate_promiscuity	candidate_context
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	r2525	Boundary conditions - nonessential amino acids	L_glutamine transport		empty	(none)	bigg,struct	0			False	MAR05078	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	24	complex
B	Slc7a10	ENSMUSG00000030495	MGI:1858261	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	18	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	r2526	Boundary conditions - nonessential amino acids	L-serine transport		empty	(none)	bigg,struct	0			False	MAR05079	1	ce	Transport reactions	18	complex
B	Slc36a1	ENSMUSG00000020261	MGI:2445299	solute carrier family 36 (proton/amino acid symporter), member 1	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	53	complex
B	Slc3a2	ENSMUSG00000010095	MGI:96955	solute carrier family 3 (activators of dibasic and neutral amino acid transport)	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	45	complex
B	Slc43a1	ENSMUSG00000027075	MGI:1931352	solute carrier family 43, member 1	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	19	complex
B	Slc43a2	ENSMUSG00000038178	MGI:2442746	solute carrier family 43, member 2	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	17	complex
B	Slc7a1	ENSMUSG00000041313	MGI:88117	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	24	complex
B	Slc7a2	ENSMUSG00000031596	MGI:99828	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	25	complex
B	Slc7a3	ENSMUSG00000031297	MGI:1100521	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	24	complex
B	Slc7a5	ENSMUSG00000040010	MGI:1298205	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	221	complex
B	Slc7a7	ENSMUSG00000000958	MGI:1337120	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	26	complex
B	Slc7a8	ENSMUSG00000022180	MGI:1355323	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	r2532	Boundary conditions - nonessential amino acids	L-asparagine transport		empty	(none)	bigg,struct	0			False	MAR05088	1	ce	Transport reactions	18	complex
B	Acsm1	ENSMUSG00000033533	MGI:2152200	acyl-CoA synthetase medium-chain family member 1	FACOAL40im	Butanoate metabolism	ATP + Butanoic acid + CoA --> AMP + Diphosphate + Butanoyl-CoA	6.2.1.2	genes	Acsm3	bigg,struct	0		Acsm3	False	MAR00742	1	m	Fatty acid oxidation	9	isozyme
B	Cds1	ENSMUSG00000029330	MGI:1921846	CDP-diacylglycerol synthase 1	CDSm	Cardiolipin synthesis	CTP + Phosphatidate --> Diphosphate + CDP-diacylglycerol	2.7.7.41	genes	Tamm41	bigg,struct	0			False	MAR00122,MAR00581	2	m	Glycerophospholipid metabolism	3	isozyme
B	Cds2	ENSMUSG00000058793	MGI:1332236	CDP-diacylglycerol synthase 2	CDSm	Cardiolipin synthesis	CTP + Phosphatidate --> Diphosphate + CDP-diacylglycerol	2.7.7.41	genes	Tamm41	bigg,struct	0			False	MAR00122,MAR00581	2	m	Glycerophospholipid metabolism	3	isozyme
B	Pld1	ENSMUSG00000027695	MGI:109585	phospholipase D1	PCHOLPm_hs	Cardiolipin synthesis	Phosphatidylcholine + H2O --> Phosphatidate + Choline	3.1.4.4	genes	Pld3	bigg,struct	0		Pld3	False	MAR01586	1	m	Glycerophospholipid metabolism	11	isozyme
B	Cth	ENSMUSG00000028179	MGI:1339968	cystathionine gamma lyase	CYSO	Cysteine degradation I	L-Cysteine + Oxygen --> 3-Sulfino-L-alanine	1.13.11.20	genes	Cdo1	bigg	0			True	MAR08683	1	c	Cysteine and methionine metabolism	5	isozyme
B	Hadha	ENSMUSG00000025745	MGI:2135593	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	ACADLC14_mitoMap	FA metabolism	Tetradecanoyl-CoA + Q --> trans-Tetradec-2-enoyl-CoA + QH2	1.3.8.8, 1.5.5.1	genes	Acadl,Etfdh	bigg	0			True	MAR05120	1	m	Fatty acid oxidation	270	complex
B	Hadha	ENSMUSG00000025745	MGI:2135593	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	ACADLC16_mitoMap	FA metabolism	Palmitoyl-CoA + Q --> trans-Hexadec-2-enoyl-CoA + QH2	1.3.8.8, 1.5.5.1	genes	Acadl,Etfdh	bigg	0			True	MAR05329	1	m	Fatty acid oxidation	270	complex
B	Echs1	ENSMUSG00000025465	MGI:2136460	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	r1446	FA metabolism	Butanoyl-CoA + Q --> QH2 + Crotonoyl-CoA	1.3.8.1, 1.5.5.1	genes	Acads,Etfdh	bigg	0			True	MAR03136	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	111	complex
B	Ehhadh	ENSMUSG00000022853	MGI:1277964	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	r1446	FA metabolism	Butanoyl-CoA + Q --> QH2 + Crotonoyl-CoA	1.3.8.1, 1.5.5.1	genes	Acads,Etfdh	bigg	0			False	MAR03136	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	223	complex
B	Hadha	ENSMUSG00000025745	MGI:2135593	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	r1446	FA metabolism	Butanoyl-CoA + Q --> QH2 + Crotonoyl-CoA	1.3.8.1, 1.5.5.1	genes	Acads,Etfdh	bigg	0			True	MAR03136	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	270	complex
B	Acadsb	ENSMUSG00000030861	MGI:1914135	acyl-Coenzyme A dehydrogenase, short/branched chain	r1450	FA metabolism	Hexanoyl-CoA + Q --> trans-Hex-2-enoyl-CoA + QH2	1.3.8.7, 1.5.5.1	genes	Acadm,Etfdh	bigg,kegg	0			False	MAR03156	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	8	isozyme
B	Acox1	ENSMUSG00000020777	MGI:1330812	acyl-Coenzyme A oxidase 1, palmitoyl	r1450	FA metabolism	Hexanoyl-CoA + Q --> trans-Hex-2-enoyl-CoA + QH2	1.3.8.7, 1.5.5.1	genes	Acadm,Etfdh	bigg,kegg	0			False	MAR03156	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	134	complex
B	Acox3	ENSMUSG00000029098	MGI:1933156	acyl-Coenzyme A oxidase 3, pristanoyl	r1450	FA metabolism	Hexanoyl-CoA + Q --> trans-Hex-2-enoyl-CoA + QH2	1.3.8.7, 1.5.5.1	genes	Acadm,Etfdh	bigg,kegg	0			False	MAR03156	1	m	Beta oxidation of even-chain fatty acids (mitochondrial)	83	complex
B	Mthfd1	ENSMUSG00000021048	MGI:1342005	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofol	MTHFDm	Folate mitochondrial	5,10-Methylenetetrahydrofolate + NADP+ --> 5,10-Methenyltetrahydrofolate + NADPH	1.5.1.5	genes	Mthfd2l	bigg,kegg,struct	0		Mthfd2l	True	MAR04444	1	m	Folate metabolism	5	isozyme
B	Mthfd1l	ENSMUSG00000040675	MGI:1924836	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	MTHFDm	Folate mitochondrial	5,10-Methylenetetrahydrofolate + NADP+ --> 5,10-Methenyltetrahydrofolate + NADPH	1.5.1.5	genes	Mthfd2l	bigg,kegg,struct	0		Mthfd2l	True	MAR04444	1	m	Folate metabolism	3	isozyme
B	Mthfd2	ENSMUSG00000005667	MGI:1338850	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofola	MTHFDm	Folate mitochondrial	5,10-Methylenetetrahydrofolate + NADP+ --> 5,10-Methenyltetrahydrofolate + NADPH	1.5.1.5	genes	Mthfd2l	bigg,kegg,struct	0		Mthfd2l	True	MAR04444	1	m	Folate metabolism	4	isozyme
B	Aldoa	ENSMUSG00000030695	MGI:87994	aldolase A, fructose-bisphosphate	FBP	Gluconeogenesis	beta-D-Fructose 1,6-bisphosphate + H2O --> beta-D-Fructose 6-phosphate + Orthophosphate	3.1.3.11	genes	Fbp1,Fbp2	bigg	0			True	MAR08773	1	c	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	4	isozyme
B	Aldob	ENSMUSG00000028307	MGI:87995	aldolase B, fructose-bisphosphate	FBP	Gluconeogenesis	beta-D-Fructose 1,6-bisphosphate + H2O --> beta-D-Fructose 6-phosphate + Orthophosphate	3.1.3.11	genes	Fbp1,Fbp2	bigg	0			False	MAR08773	1	c	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	6	isozyme
B	Aldoc	ENSMUSG00000017390	MGI:101863	aldolase C, fructose-bisphosphate	FBP	Gluconeogenesis	beta-D-Fructose 1,6-bisphosphate + H2O --> beta-D-Fructose 6-phosphate + Orthophosphate	3.1.3.11	genes	Fbp1,Fbp2	bigg	0			True	MAR08773	1	c	Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	5	isozyme
B	Gls2	ENSMUSG00000044005	MGI:2143539	glutaminase 2 (liver, mitochondrial)	GLUN_mitoMap	Glutamine degradation - cytosolic	L-Glutamine + H2O --> L-Glutamate + NH3	3.5.1.2	genes	Cad,Dffb,Gls	kegg	0		Gls	True	MAR09802	1	c	Alanine, aspartate and glutamate metabolism	1	isozyme
B	Slc33a1	ENSMUSG00000027822	MGI:1332247	solute carrier family 33 (acetyl-CoA transporter), member 1	GAPD	Glycolysis/gluconeogenesis	D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ --> 3-Phospho-D-glyceroyl phosphate +	1.2.1.12	genes	Gapdh	bigg	0			False	MAR08227	1	c	Sphingolipid metabolism	7	isozyme
B	Pcyt1a	ENSMUSG00000005615	MGI:88557	phosphate cytidylyltransferase 1, choline, alpha isoform	CPPPGO	Haem Synthesis	Coproporphyrinogen III + Oxygen --> Protoporphyrinogen IX + 2 CO2 + 2 H2O	1.3.3.3	genes	Cpox	bigg	0			False	MAR09559	1	c	Isolated	2	isozyme
B	Pcyt1b	ENSMUSG00000035246	MGI:2147987	phosphate cytidylyltransferase 1, choline, beta isoform	CPPPGO	Haem Synthesis	Coproporphyrinogen III + Oxygen --> Protoporphyrinogen IX + 2 CO2 + 2 H2O	1.3.3.3	genes	Cpox	bigg	0			False	MAR09559	1	c	Isolated	2	isozyme
B	Abcb6	ENSMUSG00000026198	MGI:1921354	ATP-binding cassette, sub-family B member 6	PHEMEtm	Haem Synthesis	Heme transport out of mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR04760	1	cm	Transport reactions	4	isozyme
B	Aqp8	ENSMUSG00000030762	MGI:1195271	aquaporin 8	H2Otm	Mitochondrial transport - diffusion / artificial	H2O transport, mitochondrial		empty	(none)	bigg,struct	0			False	MAR04888	1	cm	Transport reactions	3	isozyme
B	Rhag	ENSMUSG00000023926	MGI:1202713	Rh associated glycoprotein	r0838B_mitoMap	Mitochondrial transport - diffusion / artificial	Ammonia free diffusion		empty	(none)	bigg	0			False	MAR05022	1	cm	Transport reactions	4	isozyme
B	Rhbg	ENSMUSG00000104445	MGI:1927379	Rh family B glycoprotein	r0838B_mitoMap	Mitochondrial transport - diffusion / artificial	Ammonia free diffusion		empty	(none)	bigg	0			False	MAR05022	1	cm	Transport reactions	3	isozyme
B	Rhcg	ENSMUSG00000030549	MGI:1888517	Rh family C glycoprotein	r0838B_mitoMap	Mitochondrial transport - diffusion / artificial	Ammonia free diffusion		empty	(none)	bigg	0			False	MAR05022	1	cm	Transport reactions	2	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	ACACt2mB_mitoMap	Mitochondrial transporters - characterised	Pyruvate Carrier - Acetoacetate transport via proton symport		genes	Mpc1,Mpc2	bigg	0			False	MAR04977	1	cm	Transport reactions	80	isozyme
B	Slc25a15	ENSMUSG00000031482	MGI:1342274	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 1	ARGtmB_mitoMap	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - arginine		genes	Slc25a29	bigg	0		Slc25a29	True	MAR00079,MAR06323	2	cim	Transport reactions	14	isozyme
B	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	ARGtmB_mitoMap	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - arginine		genes	Slc25a29	bigg	0		Slc25a29	False	MAR00079,MAR06323	2	cim	Transport reactions	29	isozyme
B	Aldh1l1	ENSMUSG00000030088	MGI:1340024	aldehyde dehydrogenase 1 family, member L1	FE2tm	Mitochondrial transporters - characterised	MitoFerrin carrier		genes	Slc25a28,Slc25a37	bigg	0			True	MAR08758	1	c	Folate metabolism	2	isozyme
B	Aldh1l2	ENSMUSG00000020256	MGI:2444680	aldehyde dehydrogenase 1 family, member L2	FE2tm	Mitochondrial transporters - characterised	MitoFerrin carrier		genes	Slc25a28,Slc25a37	bigg	0			True	MAR08758	1	c	Folate metabolism	2	isozyme
B	Slc25a15	ENSMUSG00000031482	MGI:1342274	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 1	LYStmB_mitoMap	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - lysine		genes	Slc25a29	bigg	0		Slc25a29	True	MAR06321	1	cm	Transport reactions	14	isozyme
B	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	LYStmB_mitoMap	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - lysine		genes	Slc25a29	bigg	0		Slc25a29	False	MAR06321	1	cm	Transport reactions	29	isozyme
B	Slc25a15	ENSMUSG00000031482	MGI:1342274	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 1	ORNt3mB_mitoMap	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - ornithine		genes	Slc25a29	bigg	0		Slc25a29	True	MAR05105	1	cm	Transport reactions	14	isozyme
B	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	ORNt3mB_mitoMap	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - ornithine		genes	Slc25a29	bigg	0		Slc25a29	False	MAR05105	1	cm	Transport reactions	29	isozyme
B	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	r1427	Mitochondrial transporters - characterised	Basic amino acid carrier (hBAC) - L-histidine		genes	Slc25a29	bigg	0		Slc25a29	False	MAR06325	1	cim	Transport reactions	29	isozyme
B	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	r2398B_mitoMap	Mitochondrial transporters - characterised	Ornithine carrier (ORC1) - antiport lysine for citrulline		genes	Slc25a15	bigg	0		Slc25a15	False	MAR06305	1	cm	Transport reactions	29	isozyme
B	Slc25a2	ENSMUSG00000050304	MGI:2137907	solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2	r2402B_mitoMap	Mitochondrial transporters - characterised	Ornithine carrier (ORC1) - arginine for citrulline		genes	Slc25a15	bigg	0		Slc25a15	False	MAR06311	1	cm	Transport reactions	29	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	BHBtmB_mitoMap	Mitochondrial transporters - uncharacterised	(R)-3-Hydroxybutanoate mitochondrial transport		unknown	(none)	bigg	0			False	MAR05016	1	cm	Transport reactions	80	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	BUTt2mB_mitoMap	Mitochondrial transporters - uncharacterised	Butyrate mitochondrial transport		unknown	(none)	bigg	0			False	MAR00097	1	cm	Transport reactions	80	isozyme
B	Slc19a1	ENSMUSG00000001436	MGI:103182	solute carrier family 19 (folate transporter), member 1	FORt2mB_mitoMap	Mitochondrial transporters - uncharacterised	Formate mitochondrial transport		unknown	(none)	bigg	0			False	MAR04944	1	cm	Transport reactions	16	isozyme
B	Slc25a10	ENSMUSG00000025792	MGI:1353497	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), mem	FUMtmB_mitoMap	Mitochondrial transporters - uncharacterised	Fumarate transport		unknown	(none)	bigg	0			True	MAR03971,MAR08741	2	cm	Transport reactions	18	isozyme
B	Slc25a38	ENSMUSG00000032519	MGI:2384782	solute carrier family 25, member 38	GLYtm	Mitochondrial transporters - uncharacterised	Unknown amino acid carrier - Glycine		unknown	(none)	bigg,struct	0			False	MAR05124	1	cm	Transport reactions	1	isozyme
B	Aqp9	ENSMUSG00000032204	MGI:1891066	aquaporin 9	UREAtm	Mitochondrial transporters - uncharacterised	Urea transport		unknown	(none)	bigg,struct	0			False	MAR04951	1	cm	Transport reactions	4	isozyme
B	Sfxn1	ENSMUSG00000021474	MGI:2137677	sideroflexin 1	r1434	Mitochondrial transporters - uncharacterised	Unknown amino acid carrier - L-Alanine		unknown	(none)	bigg,struct	0			False	MAR05113	1	cm	Transport reactions	2	isozyme
B	Sfxn1	ENSMUSG00000021474	MGI:2137677	sideroflexin 1	r1435	Mitochondrial transporters - uncharacterised	Unknown amino acid carrier - L-Serine		unknown	(none)	bigg,struct	0			False	MAR05114	1	cm	Transport reactions	2	isozyme
B	Sfxn3	ENSMUSG00000025212	MGI:2137679	sideroflexin 3	r1435	Mitochondrial transporters - uncharacterised	Unknown amino acid carrier - L-Serine		unknown	(none)	bigg,struct	0			False	MAR05114	1	cm	Transport reactions	2	isozyme
B	G6pdx	ENSMUSG00000031400	MGI:105979	glucose-6-phosphate dehydrogenase X-linked	G6PDH2r	Pentose phosphate pathway	beta-D-Glucose 6-phosphate + NADP+ --> D-Glucono-1,5-lactone 6-phosphate + NADPH + H+	1.1.1.49	genes	G6pd2	struct	0		G6pd2	False	MAR08971	1	c	Pentose phosphate pathway	2	isozyme
B	Aldh4a1	ENSMUSG00000028737	MGI:2443883	aldehyde dehydrogenase 4 family, member A1	G5SADrm	Proline degradation/synthesis	L-Glutamate 5-semialdehyde --> (S)-1-Pyrroline-5-carboxylate + H2O	Non-Enzymatic	non_enzymatic	(none)	bigg,kegg,struct	0			True	MAR03820	1	m	Arginine and proline metabolism	12	isozyme
B	Mlycd	ENSMUSG00000074064	MGI:1928485	malonyl-CoA decarboxylase	MMCDm	Propanoate synthesis	(S)-Methylmalonyl-CoA --> Propanoyl-CoA + CO2	4.1.1.41	genes	Echdc1	bigg,kegg,struct	0			False	MAR08787	1	m	Valine, leucine, and isoleucine metabolism	6	isozyme
B	Slc16a1	ENSMUSG00000032902	MGI:106013	solute carrier family 16 (monocarboxylic acid transporters), member 1	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	80	isozyme
B	Slc16a3	ENSMUSG00000025161	MGI:1933438	solute carrier family 16 (monocarboxylic acid transporters), member 3	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	67	isozyme
B	Slc16a4	ENSMUSG00000027896	MGI:2385183	solute carrier family 16 (monocarboxylic acid transporters), member 4	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	64	isozyme
B	Slc16a5	ENSMUSG00000045775	MGI:2443515	solute carrier family 16 (monocarboxylic acid transporters), member 5	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	64	isozyme
B	Slc16a6	ENSMUSG00000041920	MGI:2144585	solute carrier family 16 (monocarboxylic acid transporters), member 6	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	64	isozyme
B	Slc16a7	ENSMUSG00000020102	MGI:1330284	solute carrier family 16 (monocarboxylic acid transporters), member 7	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	68	isozyme
B	Slc16a8	ENSMUSG00000032988	MGI:1929519	solute carrier family 16 (monocarboxylic acid transporters), member 8	r1155	Threonine degradation	2-oxobutanoate transport into mitochondrion	N/A	unknown	(none)	bigg	0			False	MAR05348	1	cm	Transport reactions	64	isozyme
C	Pecr	ENSMUSG00000026189	MGI:2148199	peroxisomal trans-2-enoyl-CoA reductase	MECR16C_mitoMap	Fatty acid elongation in mitochondria	trans-Hexadec-2-enoyl-CoA + NADPH + H+ --> Palmitoyl-CoA + NADP+	1.3.1.38	genes	Mecr	ec	1	Mecr		False	MAR02028,MAR02148,MAR02149,MAR02183,MAR02187,MAR02207	6	m	Fatty acid oxidation	8	isozyme
C	Bckdha	ENSMUSG00000060376	MGI:107701	branched chain ketoacid dehydrogenase E1, alpha polypeptide	GCCcm	Glycine cleavage system (GCS)	Dihydrolipoylprotein + NAD+ --> Lipoylprotein + NADH + H+	1.8.1.4	genes	Dld	ec	1	Dld		True	MAR02532	1	m	Miscellaneous	7	complex
C	Bckdhb	ENSMUSG00000032263	MGI:88137	branched chain ketoacid dehydrogenase E1, beta polypeptide	GCCcm	Glycine cleavage system (GCS)	Dihydrolipoylprotein + NAD+ --> Lipoylprotein + NADH + H+	1.8.1.4	genes	Dld	ec	1	Dld		True	MAR02532	1	m	Miscellaneous	7	complex
C	Dhtkd1	ENSMUSG00000025815	MGI:2445096	dehydrogenase E1 and transketolase domain containing 1	AKGDm	TCA cycle	2-Oxoglutarate + CoA + NAD+ --> Succinyl-CoA + CO2 + NADH + H+	1.2.4.2, 1.8.1.4, 2.3.1.61	genes	Dld,Dlst,Ogdh	ec	2	Dlst,Ogdh		True	MAR04209,MAR04599,MAR06413	3	m	Lysine metabolism;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metaboli	3	complex
D	Dld	ENSMUSG00000020664	MGI:107450	dihydrolipoamide dehydrogenase	GCCbim	Glycine cleavage system (GCS)	S-Aminomethyldihydrolipoylprotein + Tetrahydrofolate --> Dihydrolipoylprotein + 5,10-Methy	2.1.2.10	genes	Amt	ec	0			True	MAR06409	1	m	Glycine, serine and threonine metabolism	5	complex
D	Shmt2	ENSMUSG00000025403	MGI:1277989	serine hydroxymethyltransferase 2 (mitochondrial)	GCCbim	Glycine cleavage system (GCS)	S-Aminomethyldihydrolipoylprotein + Tetrahydrofolate --> Dihydrolipoylprotein + 5,10-Methy	2.1.2.10	genes	Amt	ec	0			True	MAR04665	1	m	Folate metabolism	4	isozyme
